StartStation Name,July 5th,August 2nd,July 12th,July 26th,Average Count,July 19th(Heatwave day),Latitude,Longitude,geometry,index_right,NAME,DISTRICT,New Code,Borough,Population and Age; All ages; 2013,Population and Age; Median age; 2013,House Prices; Median House Price; 2014,Household Income; Mean Modelled Household income (); 2012/13,Employment; Economic Activity (Percentages) - 2011 Census; Economically active: % In employment,Road Casualties; Total Casualties; 2014,Land Use; % Greenspace; 2005,Land Use; % Road; 2005,Land Use; % Water; 2005
"Disraeli Road, Putney",19.0,25.0,28.0,20.0,23.0,22.0,51.46161,-0.216145,POINT (-0.216145 51.46161),113,Thamesfield,Wandsworth,E05000625,Wandsworth,15100.0,34.0,700000.0,79730.0,96.77257693,55.0,21.36847977,16.23062316,8.311404374
"Esmond Street, Putney",9.0,14.0,10.0,6.0,9.75,2.0,51.462312,-0.211468,POINT (-0.211468 51.462312),113,Thamesfield,Wandsworth,E05000625,Wandsworth,15100.0,34.0,700000.0,79730.0,96.77257693,55.0,21.36847977,16.23062316,8.311404374
"Felsham Road, Putney",19.0,23.0,20.0,16.0,19.5,28.0,51.464786,-0.215618,POINT (-0.215618 51.464786),113,Thamesfield,Wandsworth,E05000625,Wandsworth,15100.0,34.0,700000.0,79730.0,96.77257693,55.0,21.36847977,16.23062316,8.311404374
"Montserrat Road , Putney",11.0,17.0,14.0,14.0,14.0,15.0,51.463211,-0.21555,POINT (-0.21555 51.463211),113,Thamesfield,Wandsworth,E05000625,Wandsworth,15100.0,34.0,700000.0,79730.0,96.77257693,55.0,21.36847977,16.23062316,8.311404374
"Northfields, Wandsworth",24.0,14.0,20.0,10.0,17.0,14.0,51.460951,-0.200667,POINT (-0.200667 51.460951),113,Thamesfield,Wandsworth,E05000625,Wandsworth,15100.0,34.0,700000.0,79730.0,96.77257693,55.0,21.36847977,16.23062316,8.311404374
"Osiers Road, Wandsworth",38.0,41.0,34.0,17.0,32.5,32.0,51.46067,-0.198735,POINT (-0.198735 51.46067),113,Thamesfield,Wandsworth,E05000625,Wandsworth,15100.0,34.0,700000.0,79730.0,96.77257693,55.0,21.36847977,16.23062316,8.311404374
"Oxford Road, Putney",6.0,16.0,12.0,10.0,11.0,11.0,51.460792,-0.212607,POINT (-0.212607 51.460792),113,Thamesfield,Wandsworth,E05000625,Wandsworth,15100.0,34.0,700000.0,79730.0,96.77257693,55.0,21.36847977,16.23062316,8.311404374
"Putney Bridge Road, East Putney",12.0,12.0,15.0,21.0,15.0,15.0,51.461999,-0.20624,POINT (-0.20624 51.461999),113,Thamesfield,Wandsworth,E05000625,Wandsworth,15100.0,34.0,700000.0,79730.0,96.77257693,55.0,21.36847977,16.23062316,8.311404374
"Putney Pier, Wandsworth",44.0,27.0,38.0,33.0,35.5,31.0,51.466907,-0.216573,POINT (-0.216573 51.466907),113,Thamesfield,Wandsworth,E05000625,Wandsworth,15100.0,34.0,700000.0,79730.0,96.77257693,55.0,21.36847977,16.23062316,8.311404374
"Putney Rail Station, Putney",19.0,18.0,22.0,16.0,18.75,16.0,51.460717,-0.216526,POINT (-0.216526 51.460717),113,Thamesfield,Wandsworth,E05000625,Wandsworth,15100.0,34.0,700000.0,79730.0,96.77257693,55.0,21.36847977,16.23062316,8.311404374
"Doric Way , Somers Town",89.0,94.0,79.0,80.0,85.5,44.0,51.528833,-0.13225,POINT (-0.13225 51.528833),191,St. Pancras and Somers Town,Camden,E05000143,Camden,15100.0,29.0,465000.0,46850.0,87.30998017,67.0,24.84940305,18.28982755,1.881827605
"Eversholt Street , Camden Town",27.0,17.0,23.0,24.0,22.75,27.0,51.533005,-0.136792,POINT (-0.136792 51.533005),191,St. Pancras and Somers Town,Camden,E05000143,Camden,15100.0,29.0,465000.0,46850.0,87.30998017,67.0,24.84940305,18.28982755,1.881827605
"Good's Way, King's Cross",96.0,109.0,92.0,95.0,98.0,71.0,51.534667,-0.125078,POINT (-0.125078 51.534667),191,St. Pancras and Somers Town,Camden,E05000143,Camden,15100.0,29.0,465000.0,46850.0,87.30998017,67.0,24.84940305,18.28982755,1.881827605
"Handyside Street, King's Cross",50.0,72.0,58.0,63.0,60.75,54.0,51.53724,-0.124807,POINT (-0.124807 51.53724),191,St. Pancras and Somers Town,Camden,E05000143,Camden,15100.0,29.0,465000.0,46850.0,87.30998017,67.0,24.84940305,18.28982755,1.881827605
"Ossulston Street, Somers Town",73.0,57.0,57.0,69.0,64.0,38.0,51.5293,-0.128279,POINT (-0.128279 51.5293),191,St. Pancras and Somers Town,Camden,E05000143,Camden,15100.0,29.0,465000.0,46850.0,87.30998017,67.0,24.84940305,18.28982755,1.881827605
"Pancras Road, King's Cross",45.0,37.0,36.0,41.0,39.75,37.0,51.534123,-0.129386,POINT (-0.129386 51.534123),191,St. Pancras and Somers Town,Camden,E05000143,Camden,15100.0,29.0,465000.0,46850.0,87.30998017,67.0,24.84940305,18.28982755,1.881827605
"Royal College Street, Camden Town",37.0,23.0,49.0,22.0,32.75,30.0,51.536264,-0.133952,POINT (-0.133952 51.536264),191,St. Pancras and Somers Town,Camden,E05000143,Camden,15100.0,29.0,465000.0,46850.0,87.30998017,67.0,24.84940305,18.28982755,1.881827605
"East Village, Queen Elizabeth Olympic Park",53.0,53.0,57.0,65.0,57.0,46.0,51.546326,-0.009935,POINT (-0.009935 51.546326),284,Stratford and New Town,Newham,E05000492,Newham,22400.0,29.0,280000.0,42220.0,88.89902399,154.0,19.77366495,12.57346645,4.940010509
"Podium, Queen Elizabeth Olympic Park",46.0,61.0,50.0,53.0,52.5,38.0,51.538718,-0.011889,POINT (-0.011889 51.538718),284,Stratford and New Town,Newham,E05000492,Newham,22400.0,29.0,280000.0,42220.0,88.89902399,154.0,19.77366495,12.57346645,4.940010509
"Stratford Station, Stratford",44.0,74.0,50.0,57.0,56.25,36.0,51.541793,-0.00481,POINT (-0.00481 51.541793),284,Stratford and New Town,Newham,E05000492,Newham,22400.0,29.0,280000.0,42220.0,88.89902399,154.0,19.77366495,12.57346645,4.940010509
"Timber Lodge, Queen Elizabeth Olympic Park",32.0,64.0,39.0,73.0,52.0,59.0,51.546805,-0.014691,POINT (-0.014691 51.546805),284,Stratford and New Town,Newham,E05000492,Newham,22400.0,29.0,280000.0,42220.0,88.89902399,154.0,19.77366495,12.57346645,4.940010509
"Eel Brook Common, Walham Green",37.0,28.0,29.0,33.0,31.75,25.0,51.476259,-0.193254,POINT (-0.193254 51.476259),135,Parsons Green and Walham,Hammersmith and Fulham,E05000260,Hammersmith and Fulham,10850.0,34.0,1330000.0,83750.0,94.36102236,66.0,11.63862538,24.328799,0.008949347
"Erin Close, Walham Green",73.0,77.0,58.0,57.0,66.25,44.0,51.479463,-0.195777,POINT (-0.195777 51.479463),135,Parsons Green and Walham,Hammersmith and Fulham,E05000260,Hammersmith and Fulham,10850.0,34.0,1330000.0,83750.0,94.36102236,66.0,11.63862538,24.328799,0.008949347
"Fulham Broadway, Walham Green",123.0,99.0,117.0,84.0,105.75,106.0,51.479932,-0.194116,POINT (-0.194116 51.479932),135,Parsons Green and Walham,Hammersmith and Fulham,E05000260,Hammersmith and Fulham,10850.0,34.0,1330000.0,83750.0,94.36102236,66.0,11.63862538,24.328799,0.008949347
"Imperial Road, Sands End",34.0,42.0,36.0,27.0,34.75,30.0,51.475142,-0.187278,POINT (-0.187278 51.475142),135,Parsons Green and Walham,Hammersmith and Fulham,E05000260,Hammersmith and Fulham,10850.0,34.0,1330000.0,83750.0,94.36102236,66.0,11.63862538,24.328799,0.008949347
"Irene Road, Parsons Green",46.0,27.0,28.0,19.0,30.0,30.0,51.473763,-0.19701,POINT (-0.19701 51.473763),135,Parsons Green and Walham,Hammersmith and Fulham,E05000260,Hammersmith and Fulham,10850.0,34.0,1330000.0,83750.0,94.36102236,66.0,11.63862538,24.328799,0.008949347
"Parson's Green , Parson's Green",59.0,70.0,56.0,50.0,58.75,48.0,51.472817,-0.199783,POINT (-0.199783 51.472817),135,Parsons Green and Walham,Hammersmith and Fulham,E05000260,Hammersmith and Fulham,10850.0,34.0,1330000.0,83750.0,94.36102236,66.0,11.63862538,24.328799,0.008949347
"Ferndale Road, Brixton",51.0,56.0,84.0,44.0,58.75,69.0,51.464019,-0.115781,POINT (-0.115781 51.464019),33,Ferndale,Lambeth,E05000421,Lambeth,15900.0,30.0,497475.0,49960.0,92.19933942,81.0,7.442381753,23.81514469,0.058423054
"Sidney Road, Stockwell",25.0,32.0,29.0,27.0,28.25,32.0,51.469202,-0.119022,POINT (-0.119022 51.469202),33,Ferndale,Lambeth,E05000421,Lambeth,15900.0,30.0,497475.0,49960.0,92.19933942,81.0,7.442381753,23.81514469,0.058423054
"Wynne Road, Stockwell",21.0,22.0,17.0,21.0,20.25,19.0,51.469217,-0.112686,POINT (-0.112686 51.469217),33,Ferndale,Lambeth,E05000421,Lambeth,15900.0,30.0,497475.0,49960.0,92.19933942,81.0,7.442381753,23.81514469,0.058423054
"Graham Street, Angel",48.0,57.0,50.0,55.0,52.5,52.0,51.532661,-0.099981,POINT (-0.099981 51.532661),232,St. Peter's,Islington,E05000380,Islington,12550.0,32.0,667500.0,61060.0,91.58451207,48.0,8.779073354,26.45443889,2.065519156
"Torrens Street, Angel",44.0,30.0,25.0,45.0,36.0,24.0,51.532199,-0.10548,POINT (-0.10548 51.532199),232,St. Peter's,Islington,E05000380,Islington,12550.0,32.0,667500.0,61060.0,91.58451207,48.0,8.779073354,26.45443889,2.065519156
"Grove End Road, St. John's Wood",59.0,38.0,41.0,26.0,41.0,37.0,51.530889,-0.17677,POINT (-0.17677 51.530889),176,Abbey Road,City of Westminster,E05000630,Westminster,11350.0,36.0,750000.0,90170.0,95.08253692,32.0,7.70227837,22.42496714,0.004564043
"Islington Green, Angel",122.0,98.0,111.0,83.0,103.5,97.0,51.536384,-0.102757,POINT (-0.102757 51.536384),226,St. Mary's,Islington,E05000379,Islington,12050.0,33.0,650000.0,64670.0,92.30662021,128.0,10.34359794,26.13852047,0.047162758
"Liverpool Road (N1 Centre), Angel",65.0,79.0,58.0,56.0,64.5,55.0,51.534504,-0.106992,POINT (-0.106992 51.534504),226,St. Mary's,Islington,E05000379,Islington,12050.0,33.0,650000.0,64670.0,92.30662021,128.0,10.34359794,26.13852047,0.047162758
"Limburg Road, Clapham Junction",18.0,23.0,18.0,17.0,19.0,17.0,51.461923,-0.165297,POINT (-0.165297 51.461923),127,Northcote,Wandsworth,E05000619,Wandsworth,15150.0,32.0,795000.0,80510.0,96.88549618,78.0,33.63851349,17.28462609,0.638932964
"St. John's Road, Clapham Junction",46.0,53.0,52.0,50.0,50.25,38.0,51.462392,-0.168292,POINT (-0.168292 51.462392),127,Northcote,Wandsworth,E05000619,Wandsworth,15150.0,32.0,795000.0,80510.0,96.88549618,78.0,33.63851349,17.28462609,0.638932964
"Maida Vale, Maida Vale",61.0,80.0,68.0,35.0,61.0,70.0,51.529857,-0.183486,POINT (-0.183486 51.529857),184,Maida Vale,City of Westminster,E05000640,Westminster,10350.0,34.0,773000.0,77170.0,93.15352697,24.0,25.0564998,21.76403207,0.0
"Neville Gill Close, Wandsworth",31.0,33.0,33.0,23.0,30.0,17.0,51.454752,-0.195197,POINT (-0.195197 51.454752),120,Southfields,Wandsworth,E05000624,Wandsworth,16500.0,33.0,515250.0,67330.0,95.67489115,37.0,16.358676,17.34477205,0.372086908
"Queensdale Road, Shepherd's Bush",22.0,17.0,27.0,17.0,20.75,18.0,51.50659,-0.216104,POINT (-0.216104 51.50659),142,Shepherd's Bush Green,Hammersmith and Fulham,E05000263,Hammersmith and Fulham,12600.0,32.0,440000.0,51330.0,90.81337194,88.0,9.811814613,20.90347037,0.054154068
"Westfield Ariel Way, White City",66.0,70.0,77.0,63.0,69.0,74.0,51.509158,-0.224103,POINT (-0.224103 51.509158),142,Shepherd's Bush Green,Hammersmith and Fulham,E05000263,Hammersmith and Fulham,12600.0,32.0,440000.0,51330.0,90.81337194,88.0,9.811814613,20.90347037,0.054154068
"Westfield Southern Terrace ,Shepherd's Bush",23.0,39.0,28.0,34.0,31.0,38.0,51.506256,-0.218337,POINT (-0.218337 51.506256),142,Shepherd's Bush Green,Hammersmith and Fulham,E05000263,Hammersmith and Fulham,12600.0,32.0,440000.0,51330.0,90.81337194,88.0,9.811814613,20.90347037,0.054154068
"Ravenscourt Park Station, Hammersmith",48.0,50.0,42.0,46.0,46.5,45.0,51.494223,-0.236769,POINT (-0.236769 51.494223),137,Ravenscourt Park,Hammersmith and Fulham,E05000261,Hammersmith and Fulham,10900.0,35.0,704000.0,65710.0,93.19107346,42.0,12.7876503,21.46569963,0.269910233
"Saltoun Road, Brixton",54.0,41.0,27.0,54.0,44.0,30.0,51.460232,-0.115375,POINT (-0.115375 51.460232),32,Coldharbour,Lambeth,E05000420,Lambeth,17250.0,30.0,435000.0,40490.0,85.61887321,68.0,14.04960022,21.79871973,0.033348788
"St John's Crescent, Brixton",10.0,25.0,19.0,23.0,19.25,21.0,51.466232,-0.113179,POINT (-0.113179 51.466232),32,Coldharbour,Lambeth,E05000420,Lambeth,17250.0,30.0,435000.0,40490.0,85.61887321,68.0,14.04960022,21.79871973,0.033348788
"Spencer Park, Wandsworth Common",12.0,13.0,10.0,10.0,11.25,12.0,51.45787,-0.174691,POINT (-0.174691 51.45787),114,Wandsworth Common,Wandsworth,E05000627,Wandsworth,15800.0,33.0,568000.0,72820.0,94.83931504,48.0,40.20720114,13.536555,0.379758888
"Star Road, West Kensington",43.0,31.0,39.0,31.0,36.0,29.0,51.487244,-0.205279,POINT (-0.205279 51.487244),146,North End,Hammersmith and Fulham,E05000258,Hammersmith and Fulham,12150.0,31.0,558000.0,56020.0,92.39523363,32.0,10.08255725,19.66448483,0.007773753
"Vereker Road, West Kensington",51.0,48.0,43.0,40.0,45.5,47.0,51.489591,-0.209378,POINT (-0.209378 51.489591),146,North End,Hammersmith and Fulham,E05000258,Hammersmith and Fulham,12150.0,31.0,558000.0,56020.0,92.39523363,32.0,10.08255725,19.66448483,0.007773753
"West Kensington Station, West Kensington",44.0,32.0,37.0,38.0,37.75,31.0,51.49087,-0.206029,POINT (-0.206029 51.49087),146,North End,Hammersmith and Fulham,E05000258,Hammersmith and Fulham,12150.0,31.0,558000.0,56020.0,92.39523363,32.0,10.08255725,19.66448483,0.007773753
"The Metropolitan, Portobello",47.0,25.0,37.0,35.0,36.0,37.0,51.520509,-0.200804,POINT (-0.200804 51.520509),182,Westbourne,City of Westminster,E05000648,Westminster,13000.0,33.0,499975.0,53730.0,88.06666667,57.0,19.21604678,23.14937609,2.468503225
"Upper Richmond Road, Putney",26.0,18.0,17.0,21.0,20.5,12.0,51.459715,-0.212145,POINT (-0.212145 51.459715),117,East Putney,Wandsworth,E05000613,Wandsworth,15450.0,33.0,534000.0,68740.0,95.95153963,70.0,11.67183553,18.96931196,0.027511692
"York Way, Kings Cross",60.0,55.0,40.0,36.0,47.75,34.0,51.541596,-0.125441,POINT (-0.125441 51.541596),193,Cantelowes,Camden,E05000131,Camden,12300.0,31.0,560000.0,60060.0,91.14197531,55.0,9.259708084,23.64006032,0.0
